,Team_1,Team_2,Winner,Margin,Ground,Match Date
1189,Pakistan,Sri Lanka,Sri Lanka,19 runs,Sharjah,"Apr 4, 1997"
1190,South Africa,Australia,Australia,15 runs,Durban,"Apr 5, 1997"
1191,Pakistan,Zimbabwe,Pakistan,93 runs,Sharjah,"Apr 6, 1997"
1192,Pakistan,Sri Lanka,Sri Lanka,51 runs,Sharjah,"Apr 7, 1997"
1193,Sri Lanka,Zimbabwe,Zimbabwe,50 runs,Sharjah,"Apr 8, 1997"
1194,South Africa,Australia,Australia,8 runs,Johannesburg,"Apr 8, 1997"
1195,Pakistan,Zimbabwe,Pakistan,32 runs,Sharjah,"Apr 9, 1997"
1196,South Africa,Australia,Australia,5 wickets,Centurion,"Apr 10, 1997"
1197,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,"Apr 11, 1997"
1198,South Africa,Australia,South Africa,109 runs,Bloemfontein,"Apr 13, 1997"
1199,West Indies,India,West Indies,8 wickets,Port of Spain,"Apr 26, 1997"
1200,West Indies,India,India,10 wickets,Port of Spain,"Apr 27, 1997"
1201,West Indies,India,West Indies,18 runs,Kingstown,"Apr 30, 1997"
1202,West Indies,India,West Indies,10 wickets,Bridgetown,"May 3, 1997"
1203,New Zealand,Pakistan,New Zealand,22 runs,Mohali,"May 9, 1997"
1204,Pakistan,Sri Lanka,Pakistan,30 runs,Gwalior,"May 12, 1997"
1205,India,New Zealand,India,8 wickets,Bengaluru,"May 14, 1997"
1206,India,Sri Lanka,Sri Lanka,5 wickets,Wankhede,"May 17, 1997"
1207,New Zealand,Sri Lanka,Sri Lanka,52 runs,Hyderabad (Deccan),"May 20, 1997"
1208,India,Pakistan,Pakistan,35 runs,Chennai,"May 21, 1997"
1209,England,Australia,England,6 wickets,Leeds,"May 22, 1997"
1210,Pakistan,Sri Lanka,Sri Lanka,115 runs,Mohali,"May 24, 1997"
1211,England,Australia,England,6 wickets,The Oval,"May 24, 1997"
1212,England,Australia,England,6 wickets,Lord's,"May 25, 1997"
1213,Pakistan,Sri Lanka,Sri Lanka,85 runs,Eden Gardens,"May 27, 1997"
1214,West Indies,Sri Lanka,West Indies,35 runs,Port of Spain,"Jun 6, 1997"
1215,Sri Lanka,Pakistan,Sri Lanka,15 runs,Colombo (RPS),"Jul 14, 1997"
1216,Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997"
1217,Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS),"Jul 18, 1997"
1218,India,Pakistan,no result,-,Colombo (SSC),"Jul 20, 1997"
1219,Sri Lanka,Bangladesh,Sri Lanka,103 runs,Colombo (SSC),"Jul 22, 1997"
1220,Bangladesh,India,India,9 wickets,Colombo (SSC),"Jul 24, 1997"
1221,Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS),"Jul 26, 1997"
1222,Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS),"Aug 17, 1997"
1223,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 20, 1997"
1224,Sri Lanka,India,no result,-,Colombo (SSC),"Aug 23, 1997"
1225,Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC),"Aug 24, 1997"
1226,India,Pakistan,India,20 runs,Toronto,"Sep 13, 1997"
1227,India,Pakistan,India,7 wickets,Toronto,"Sep 14, 1997"
1228,India,Pakistan,no result,-,Toronto,"Sep 17, 1997"
1229,India,Pakistan,India,34 runs,Toronto,"Sep 18, 1997"
1230,India,Pakistan,India,7 wickets,Toronto,"Sep 20, 1997"
1231,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 21, 1997"
1232,Pakistan,India,Pakistan,5 wickets,Hyderabad (Sind),"Sep 28, 1997"
1233,Pakistan,India,India,4 wickets,Karachi,"Sep 30, 1997"
1234,Zimbabwe,New Zealand,tied,-,Bulawayo,"Oct 1, 1997"
1235,Pakistan,India,Pakistan,9 wickets,Lahore,"Oct 2, 1997"
1236,Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare,"Oct 4, 1997"
1237,Zimbabwe,New Zealand,New Zealand,83 runs,Harare,"Oct 5, 1997"
1238,Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym),"Oct 10, 1997"
1239,Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997"
1240,Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym),"Oct 12, 1997"
1241,Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997"
1242,Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga),"Oct 15, 1997"
1243,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga),"Oct 16, 1997"
1244,Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym),"Oct 18, 1997"
1245,Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym),"Oct 19, 1997"
1246,Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore,"Nov 1, 1997"
1247,Pakistan,South Africa,South Africa,9 runs,Lahore,"Nov 2, 1997"
1248,South Africa,West Indies,South Africa,5 wickets,Lahore,"Nov 3, 1997"
1249,Pakistan,West Indies,Pakistan,8 wickets,Lahore,"Nov 4, 1997"
1250,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Lahore,"Nov 5, 1997"
1251,South Africa,Sri Lanka,South Africa,66 runs,Lahore,"Nov 6, 1997"
1252,South Africa,Sri Lanka,South Africa,4 wickets,Lahore,"Nov 8, 1997"
1253,Australia,South Africa,South Africa,67 runs,Sydney,"Dec 4, 1997"
1254,New Zealand,South Africa,New Zealand,47 runs,Adelaide,"Dec 6, 1997"
1255,Australia,New Zealand,Australia,3 wickets,Adelaide,"Dec 7, 1997"
1256,Australia,South Africa,South Africa,45 runs,Melbourne,"Dec 9, 1997"
1257,New Zealand,South Africa,South Africa,1 run,Hobart,"Dec 11, 1997"
1258,England,India,England,7 runs,Sharjah,"Dec 11, 1997"
1259,Pakistan,West Indies,West Indies,43 runs,Sharjah,"Dec 12, 1997"
1260,England,West Indies,England,4 wickets,Sharjah,"Dec 13, 1997"
1261,India,Pakistan,Pakistan,4 wickets,Sharjah,"Dec 14, 1997"
1262,England,Pakistan,England,8 runs,Sharjah,"Dec 15, 1997"
1263,India,West Indies,West Indies,41 runs,Sharjah,"Dec 16, 1997"
1264,Australia,New Zealand,Australia,6 wickets,Melbourne,"Dec 17, 1997"
1265,England,West Indies,England,3 wickets,Sharjah,"Dec 19, 1997"
1266,India,Sri Lanka,India,7 wickets,Guwahati,"Dec 22, 1997"
1267,India,Sri Lanka,no result,-,Indore,"Dec 25, 1997"
1268,India,Sri Lanka,Sri Lanka,5 wickets,Margao,"Dec 28, 1997"
1269,New Zealand,South Africa,South Africa,2 runs,Brisbane,"Jan 9, 1998"
1270,Bangladesh,India,India,4 wickets,Dhaka,"Jan 10, 1998"
1271,India,Pakistan,India,18 runs,Dhaka,"Jan 11, 1998"
1272,Australia,South Africa,South Africa,5 wickets,Brisbane,"Jan 11, 1998"
1273,Bangladesh,Pakistan,Pakistan,9 wickets,Dhaka,"Jan 12, 1998"
1274,India,Pakistan,India,8 wickets,Dhaka,"Jan 14, 1998"
1275,Australia,New Zealand,Australia,131 runs,Sydney,"Jan 14, 1998"
1276,India,Pakistan,Pakistan,6 wickets,Dhaka,"Jan 16, 1998"
1277,New Zealand,South Africa,South Africa,67 runs,Perth,"Jan 16, 1998"
1278,India,Pakistan,India,3 wickets,Dhaka,"Jan 18, 1998"
1279,Australia,South Africa,South Africa,7 wickets,Perth,"Jan 18, 1998"
1280,Australia,New Zealand,New Zealand,4 wickets,Melbourne,"Jan 21, 1998"
1281,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (SSC),"Jan 22, 1998"
1282,Australia,South Africa,South Africa,6 runs,Melbourne,"Jan 23, 1998"
1283,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (RPS),"Jan 24, 1998"
1284,Australia,South Africa,Australia,7 wickets,Sydney,"Jan 26, 1998"
1285,Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Colombo (SSC),"Jan 26, 1998"
1286,Australia,South Africa,Australia,14 runs,Sydney,"Jan 27, 1998"
1287,New Zealand,Zimbabwe,New Zealand,40 runs,Hamilton,"Feb 4, 1998"
1288,New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington,"Feb 6, 1998"
1289,New Zealand,Australia,Australia,7 wickets,Christchurch,"Feb 8, 1998"
1290,New Zealand,Australia,Australia,66 runs,Wellington,"Feb 10, 1998"
1291,New Zealand,Australia,New Zealand,7 wickets,Napier,"Feb 12, 1998"
1292,New Zealand,Australia,New Zealand,30 runs,Auckland,"Feb 14, 1998"
1293,New Zealand,Zimbabwe,Zimbabwe,1 run,Christchurch,"Mar 4, 1998"
1294,New Zealand,Zimbabwe,New Zealand,9 wickets,Napier,"Mar 6, 1998"
1295,New Zealand,Zimbabwe,New Zealand,2 runs,Auckland,"Mar 8, 1998"
1296,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 28, 1998"
1297,Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 29, 1998"
1298,West Indies,England,England,16 runs,Bridgetown,"Mar 29, 1998"
1299,India,Australia,India,41 runs,Kochi,"Apr 1, 1998"
1300,West Indies,England,West Indies,1 wicket,Bridgetown,"Apr 1, 1998"
1301,Australia,Zimbabwe,Australia,13 runs,Ahmedabad,"Apr 3, 1998"
1302,South Africa,Pakistan,South Africa,52 runs,Durban,"Apr 3, 1998"
1303,West Indies,England,West Indies,5 wickets,Kingstown,"Apr 4, 1998"
1304,India,Zimbabwe,India,13 runs,Vadodara,"Apr 5, 1998"
1305,South Africa,Sri Lanka,South Africa,57 runs,Johannesburg,"Apr 5, 1998"
1306,West Indies,England,West Indies,4 wickets,Kingstown,"Apr 5, 1998"
1307,India,Australia,India,6 wickets,Kanpur,"Apr 7, 1998"
1308,Pakistan,Sri Lanka,Pakistan,4 wickets,Kimberley,"Apr 7, 1998"
1309,West Indies,England,West Indies,57 runs,Port of Spain,"Apr 8, 1998"
1310,India,Zimbabwe,India,32 runs,Cuttack,"Apr 9, 1998"
1311,Pakistan,Sri Lanka,Pakistan,110 runs,Paarl,"Apr 9, 1998"
1312,Australia,Zimbabwe,Australia,16 runs,Delhi,"Apr 11, 1998"
1313,South Africa,Pakistan,South Africa,3 wickets,East London,"Apr 11, 1998"
1314,South Africa,Sri Lanka,Sri Lanka,6 wickets,Gqeberha,"Apr 13, 1998"
1315,India,Australia,Australia,4 wickets,Delhi,"Apr 14, 1998"
1316,Pakistan,Sri Lanka,Sri Lanka,115 runs,Benoni,"Apr 15, 1998"
1317,South Africa,Pakistan,South Africa,7 wickets,Centurion,"Apr 17, 1998"
1318,India,New Zealand,India,15 runs,Sharjah,"Apr 17, 1998"
1319,Australia,New Zealand,Australia,6 wickets,Sharjah,"Apr 18, 1998"
1320,South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,"Apr 19, 1998"
1321,Australia,India,Australia,58 runs,Sharjah,"Apr 19, 1998"
1322,India,New Zealand,New Zealand,4 wickets,Sharjah,"Apr 20, 1998"
1323,Australia,New Zealand,Australia,5 wickets,Sharjah,"Apr 21, 1998"
1324,Australia,India,Australia,26 runs,Sharjah,"Apr 22, 1998"
1325,South Africa,Pakistan,South Africa,9 wickets,Cape Town,"Apr 23, 1998"
1326,Australia,India,India,6 wickets,Sharjah,"Apr 24, 1998"
1327,India,Bangladesh,India,5 wickets,Mohali,"May 14, 1998"
1328,Bangladesh,Kenya,Bangladesh,6 wickets,Hyderabad (Deccan),"May 17, 1998"
1329,India,Kenya,India,4 wickets,Bengaluru,"May 20, 1998"
1330,England,South Africa,South Africa,3 wickets,The Oval,"May 21, 1998"
1331,Bangladesh,Kenya,Kenya,28 runs,Chennai,"May 23, 1998"
1332,England,South Africa,South Africa,32 runs,Manchester,"May 23, 1998"
1333,England,South Africa,England,7 wickets,Leeds,"May 24, 1998"
1334,India,Bangladesh,India,5 wickets,Wankhede,"May 25, 1998"
1335,India,Kenya,Kenya,69 runs,Gwalior,"May 28, 1998"
1336,India,Kenya,India,9 wickets,Eden Gardens,"May 31, 1998"
1337,Sri Lanka,India,India,8 wickets,Colombo (RPS),"Jun 19, 1998"
1338,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Colombo (RPS),"Jun 21, 1998"
1339,India,New Zealand,no result,-,Colombo (RPS),"Jun 23, 1998"
1340,Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),"Jul 1, 1998"
1341,India,New Zealand,no result,-,Colombo (SSC),"Jul 3, 1998"
1342,Sri Lanka,New Zealand,Sri Lanka,87 runs,Colombo (SSC),"Jul 5, 1998"
1343,Sri Lanka,India,India,6 runs,Colombo (RPS),"Jul 7, 1998"
1344,South Africa,Sri Lanka,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998"
1345,England,Sri Lanka,England,36 runs,Lord's,"Aug 16, 1998"
1346,England,South Africa,South Africa,14 runs,Birmingham,"Aug 18, 1998"
1347,England,Sri Lanka,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998"
1348,India,Pakistan,India,6 wickets,Toronto,"Sep 12, 1998"
1349,India,Pakistan,Pakistan,51 runs,Toronto,"Sep 13, 1998"
1350,India,Pakistan,Pakistan,77 runs,Toronto,"Sep 16, 1998"
1351,India,Pakistan,Pakistan,134 runs,Toronto,"Sep 19, 1998"
1352,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 20, 1998"
1353,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 26, 1998"
1354,Zimbabwe,India,India,8 wickets,Bulawayo,"Sep 27, 1998"
1355,Zimbabwe,India,Zimbabwe,37 runs,Harare,"Sep 30, 1998"
1356,New Zealand,Zimbabwe,New Zealand,5 wickets,Dhaka,"Oct 24, 1998"
1357,England,South Africa,South Africa,6 wickets,Dhaka,"Oct 25, 1998"
1358,New Zealand,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Oct 26, 1998"
1359,Australia,India,India,44 runs,Dhaka,"Oct 28, 1998"
1360,Pakistan,West Indies,West Indies,30 runs,Dhaka,"Oct 29, 1998"
1361,South Africa,Sri Lanka,South Africa,92 runs,Dhaka,"Oct 30, 1998"
1362,India,West Indies,West Indies,6 wickets,Dhaka,"Oct 31, 1998"
1363,South Africa,West Indies,South Africa,4 wickets,Dhaka,"Nov 1, 1998"
1364,Pakistan,Australia,Australia,86 runs,Karachi,"Nov 6, 1998"
1365,India,Sri Lanka,India,3 wickets,Sharjah,"Nov 6, 1998"
1366,Sri Lanka,Zimbabwe,Zimbabwe,7 wickets,Sharjah,"Nov 7, 1998"
1367,Pakistan,Australia,Australia,5 wickets,Peshawar,"Nov 8, 1998"
1368,India,Zimbabwe,India,7 wickets,Sharjah,"Nov 8, 1998"
1369,India,Sri Lanka,India,81 runs,Sharjah,"Nov 9, 1998"
1370,Pakistan,Australia,Australia,6 wickets,Lahore,"Nov 10, 1998"
1371,Sri Lanka,Zimbabwe,Zimbabwe,24 runs,Sharjah,"Nov 10, 1998"
1372,India,Zimbabwe,Zimbabwe,13 runs,Sharjah,"Nov 11, 1998"
1373,India,Zimbabwe,India,10 wickets,Sharjah,"Nov 13, 1998"
1374,Pakistan,Zimbabwe,Pakistan,4 wickets,Gujranwala,"Nov 20, 1998"
1375,Pakistan,Zimbabwe,Zimbabwe,6 wickets,Sheikhupura,"Nov 22, 1998"
1376,Pakistan,Zimbabwe,Pakistan,111 runs,Rawalpindi,"Nov 24, 1998"
1377,New Zealand,India,New Zealand,5 wickets,Taupo,"Jan 9, 1999"
1378,Australia,England,England,7 runs,Brisbane,"Jan 10, 1999"
1379,England,Sri Lanka,England,4 wickets,Brisbane,"Jan 11, 1999"
1380,New Zealand,India,India,2 wickets,Napier,"Jan 12, 1999"
1381,Australia,Sri Lanka,Australia,8 wickets,Sydney,"Jan 13, 1999"
1382,New Zealand,India,no result,-,Wellington,"Jan 14, 1999"
1383,Australia,England,Australia,9 wickets,Melbourne,"Jan 15, 1999"
1384,New Zealand,India,India,5 wickets,Auckland,"Jan 16, 1999"
1385,Australia,England,England,7 runs,Sydney,"Jan 17, 1999"
1386,New Zealand,India,New Zealand,70 runs,Christchurch,"Jan 19, 1999"
1387,England,Sri Lanka,England,7 wickets,Melbourne,"Jan 19, 1999"
1388,Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,"Jan 21, 1999"
1389,South Africa,West Indies,South Africa,2 wickets,Johannesburg,"Jan 22, 1999"
1390,England,Sri Lanka,Sri Lanka,1 wicket,Adelaide,"Jan 23, 1999"
1391,Australia,Sri Lanka,Australia,80 runs,Adelaide,"Jan 24, 1999"
1392,South Africa,West Indies,West Indies,43 runs,East London,"Jan 24, 1999"
1393,Australia,England,Australia,16 runs,Adelaide,"Jan 26, 1999"
1394,South Africa,West Indies,South Africa,55 runs,Durban,"Jan 27, 1999"
1395,England,Sri Lanka,England,128 runs,Perth,"Jan 29, 1999"
1396,South Africa,West Indies,South Africa,99 runs,Gqeberha,"Jan 30, 1999"
1397,Australia,Sri Lanka,Australia,45 runs,Perth,"Jan 31, 1999"
1398,South Africa,West Indies,South Africa,89 runs,Cape Town,"Feb 2, 1999"
1399,England,Sri Lanka,Sri Lanka,11 runs,Sydney,"Feb 3, 1999"
1400,Australia,England,Australia,4 wickets,Sydney,"Feb 5, 1999"
1401,South Africa,West Indies,South Africa,114 runs,Bloemfontein,"Feb 5, 1999"
1402,Australia,Sri Lanka,Australia,43 runs,Melbourne,"Feb 7, 1999"
1403,South Africa,West Indies,South Africa,50 runs,Centurion,"Feb 7, 1999"
1404,Australia,England,Australia,10 runs,Sydney,"Feb 10, 1999"
1405,Australia,England,Australia,162 runs,Melbourne,"Feb 13, 1999"
1406,New Zealand,South Africa,New Zealand,3 wickets,Dunedin,"Feb 14, 1999"
1407,New Zealand,South Africa,South Africa,7 wickets,Christchurch,"Feb 17, 1999"
1408,New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 20, 1999"
1409,Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999"
1410,Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,"Mar 19, 1999"
1411,Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999"
1412,Bangladesh,Kenya,Kenya,8 wickets,Dhaka,"Mar 20, 1999"
1413,Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999"
1414,India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999"
1415,Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999"
1416,India,Pakistan,Pakistan,143 runs,Jaipur,"Mar 24, 1999"
1417,Bangladesh,Kenya,Kenya,73 runs,Dhaka,"Mar 24, 1999"
1418,New Zealand,South Africa,no result,-,Napier,"Mar 25, 1999"
1419,Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999"
1420,New Zealand,South Africa,South Africa,2 wickets,Napier,"Mar 26, 1999"
1421,New Zealand,South Africa,South Africa,143 runs,Auckland,"Mar 27, 1999"
1422,Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999"
1423,Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999"
1424,New Zealand,South Africa,no result,-,Wellington,"Mar 30, 1999"
1425,India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999"
1426,India,Pakistan,Pakistan,7 wickets,Mohali,"Apr 1, 1999"
1427,India,Pakistan,Pakistan,123 runs,Bengaluru,"Apr 4, 1999"
1428,England,Pakistan,Pakistan,90 runs,Sharjah,"Apr 7, 1999"
1429,India,Pakistan,Pakistan,116 runs,Sharjah,"Apr 8, 1999"
1430,England,India,India,20 runs,Sharjah,"Apr 9, 1999"
1431,England,India,India,9 runs,Sharjah,"Apr 11, 1999"
1432,West Indies,Australia,West Indies,44 runs,Kingstown,"Apr 11, 1999"
1433,England,Pakistan,England,62 runs,Sharjah,"Apr 12, 1999"
1434,India,Pakistan,India,6 wickets,Sharjah,"Apr 13, 1999"
1435,West Indies,Australia,Australia,46 runs,St George's,"Apr 14, 1999"
1436,India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 16, 1999"
1437,West Indies,Australia,West Indies,5 wickets,Port of Spain,"Apr 17, 1999"
1438,West Indies,Australia,Australia,20 runs,Port of Spain,"Apr 18, 1999"
1439,West Indies,Australia,tied,-,Georgetown,"Apr 21, 1999"
1440,West Indies,Australia,Australia,4 wickets,Bridgetown,"Apr 24, 1999"
1441,West Indies,Australia,West Indies,8 wickets,Bridgetown,"Apr 25, 1999"
1442,England,Sri Lanka,England,8 wickets,Lord's,"May 14, 1999"
1443,India,South Africa,South Africa,4 wickets,Hove,"May 15, 1999"
1444,Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,"May 15, 1999"
1445,Australia,Scotland,Australia,6 wickets,Worcester,"May 16, 1999"
1446,Pakistan,West Indies,Pakistan,27 runs,Bristol,"May 16, 1999"
1447,Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,"May 17, 1999"
1448,England,Kenya,England,9 wickets,Canterbury,"May 18, 1999"
1449,India,Zimbabwe,Zimbabwe,3 runs,Leicester,"May 19, 1999"
1450,South Africa,Sri Lanka,South Africa,89 runs,Northampton,"May 19, 1999"
1451,Australia,New Zealand,New Zealand,5 wickets,Cardiff,"May 20, 1999"
1452,Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,"May 20, 1999"
1453,Bangladesh,West Indies,West Indies,7 wickets,Dublin,"May 21, 1999"
1454,England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999"
1455,Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,"May 22, 1999"
1456,India,Kenya,India,94 runs,Bristol,"May 23, 1999"
1457,Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999"
1458,Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,"May 24, 1999"
1459,New Zealand,West Indies,West Indies,7 wickets,Southampton,"May 24, 1999"
1460,England,Zimbabwe,England,7 wickets,Nottingham,"May 25, 1999"
1461,Kenya,South Africa,South Africa,7 wickets,Amstelveen,"May 26, 1999"
1462,India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999"
1463,Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999"
1464,Scotland,West Indies,West Indies,8 wickets,Leicester,"May 27, 1999"
1465,New Zealand,Pakistan,Pakistan,62 runs,Derby,"May 28, 1999"
1466,England,India,India,63 runs,Birmingham,"May 29-30, 1999"
1467,South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,"May 29, 1999"
1468,Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,"May 30, 1999"
1469,Australia,West Indies,Australia,6 wickets,Manchester,"May 30, 1999"
1470,Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999"
1471,Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,"May 31, 1999"
1472,Australia,India,Australia,77 runs,The Oval,"Jun 4, 1999"
1473,Pakistan,South Africa,South Africa,3 wickets,Nottingham,"Jun 5, 1999"
1474,New Zealand,Zimbabwe,no result,-,Leeds,"Jun 6-7, 1999"
1475,India,Pakistan,India,47 runs,Manchester,"Jun 8, 1999"
1476,Australia,Zimbabwe,Australia,44 runs,Lord's,"Jun 9, 1999"
1477,New Zealand,South Africa,South Africa,74 runs,Birmingham,"Jun 10, 1999"
1478,Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,"Jun 11, 1999"
1479,India,New Zealand,New Zealand,5 wickets,Nottingham,"Jun 12, 1999"
1480,Australia,South Africa,Australia,5 wickets,Leeds,"Jun 13, 1999"
1481,New Zealand,Pakistan,Pakistan,9 wickets,Manchester,"Jun 16, 1999"
1482,Australia,South Africa,tied,-,Birmingham,"Jun 17, 1999"
1483,Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999"
1484,Sri Lanka,Australia,Australia,50 runs,Galle,"Aug 22, 1999"
1485,Australia,India,Australia,8 wickets,Galle,"Aug 23, 1999"
1486,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999"
1487,Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),"Aug 26, 1999"
1488,Australia,India,Australia,41 runs,Colombo (SSC),"Aug 28, 1999"
1489,Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999"
1490,Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),"Aug 31, 1999"
1491,West Indies,Zimbabwe,West Indies,6 wickets,Singapore,"Sep 2, 1999"
1492,India,Zimbabwe,India,115 runs,Singapore,"Sep 4, 1999"
1493,India,West Indies,West Indies,42 runs,Singapore,"Sep 5, 1999"
1494,India,West Indies,no result,-,Singapore,"Sep 7, 1999"
1495,India,West Indies,West Indies,4 wickets,Singapore,"Sep 8, 1999"
1496,India,West Indies,India,8 wickets,Toronto,"Sep 11, 1999"
1497,India,West Indies,West Indies,70 runs,Toronto,"Sep 12, 1999"
1498,India,West Indies,India,88 runs,Toronto,"Sep 14, 1999"
1499,Pakistan,West Indies,Pakistan,15 runs,Toronto,"Sep 16, 1999"
1500,Pakistan,West Indies,Pakistan,42 runs,Toronto,"Sep 18, 1999"
1501,Pakistan,West Indies,Pakistan,7 wickets,Toronto,"Sep 19, 1999"
1502,Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),"Sep 25, 1999"
1503,India,South Africa,India,8 wickets,Nairobi (Gym),"Sep 26, 1999"
1504,South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),"Sep 28, 1999"
1505,Kenya,India,India,58 runs,Nairobi (Gym),"Sep 29, 1999"
1506,Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),"Sep 30, 1999"
1507,India,Zimbabwe,India,107 runs,Nairobi (Gym),"Oct 1, 1999"
1508,India,South Africa,South Africa,26 runs,Nairobi (Gym),"Oct 3, 1999"
1509,Bangladesh,West Indies,West Indies,73 runs,Dhaka,"Oct 8, 1999"
1510,Bangladesh,West Indies,West Indies,109 runs,Dhaka,"Oct 9, 1999"
1511,Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,"Oct 13, 1999"
1512,Pakistan,West Indies,Pakistan,130 runs,Sharjah,"Oct 14, 1999"
1513,Pakistan,Sri Lanka,tied,-,Sharjah,"Oct 15, 1999"
1514,Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,"Oct 17, 1999"
1515,Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,"Oct 18, 1999"
1516,Pakistan,West Indies,Pakistan,138 runs,Sharjah,"Oct 19, 1999"
1517,Zimbabwe,Australia,Australia,83 runs,Bulawayo,"Oct 21, 1999"
1518,Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,"Oct 22, 1999"
1519,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 23, 1999"
1520,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 24, 1999"
1521,India,New Zealand,New Zealand,43 runs,Rajkot,"Nov 5, 1999"
1522,India,New Zealand,India,174 runs,Hyderabad (Deccan),"Nov 8, 1999"
1523,India,New Zealand,India,14 runs,Gwalior,"Nov 11, 1999"
